SIM_TIME,YEAR,NODE_ID,SRC_ID,SRC_INFECTED,SRC_GENDER,SRC_AGE,SRC_current_relationship_count,SRC_lifetime_relationship_count,SRC_relationships_in_last_6_months,SRC_FLAGS,SRC_CIRCUMCISED,SRC_STI,SRC_SUPERSPREADER,SRC_INF_AGE,DEST_ID,DEST_INFECTED,DEST_GENDER,DEST_AGE,DEST_current_relationship_count,DEST_lifetime_relationship_count,DEST_relationships_in_last_6_months,DEST_FLAGS,DEST_CIRCUMCISED,DEST_STI,DEST_SUPERSPREADER
6,1960.52,1,370,0,1,9779.6,1,1,1,0,0,0,0,-42,906,1,0,10925.9,1,1,1,0,0,0,0
6,1960.52,1,5325,1,0,13589,1,1,1,0,0,0,0,-42,1211,1,1,14702.4,1,1,1,0,0,0,0
6,1960.52,1,4407,1,0,17595.4,1,1,1,0,0,0,0,-42,1971,1,1,19367.2,1,1,1,0,0,0,0
6,1960.52,1,820,0,1,8609.09,1,1,1,0,0,0,0,-42,2199,1,0,12163.6,1,1,1,0,0,0,0
6,1960.52,1,951,1,1,8646.14,1,1,1,0,0,0,0,-42,3007,1,0,16042.6,1,1,1,0,0,0,0
6,1960.52,1,1102,1,1,11458.1,1,1,1,0,0,0,0,-42,3520,1,0,19553.6,1,1,1,0,0,0,0
6,1960.52,1,7266,1,0,19547.6,1,1,1,0,0,0,0,-42,3947,1,1,6737.17,1,1,1,0,0,0,0
6,1960.52,1,7418,1,0,19535.4,1,1,1,0,0,0,0,-42,4036,1,1,7769.63,1,1,1,0,0,0,0
6,1960.52,1,2793,1,0,12593.4,1,1,1,0,0,0,0,-42,5175,1,1,18161,1,1,1,0,0,0,0
6,1960.52,1,4517,1,1,10010,1,1,1,0,0,0,0,-42,7155,1,0,11802,1,1,1,0,0,0,0
6,1960.52,1,7857,1,0,9758.18,1,1,1,0,0,0,0,-42,7780,1,1,7882.49,1,1,1,0,0,0,0
6,1960.52,1,9059,1,1,10636.9,1,1,1,0,0,0,0,-42,8344,1,0,14988.2,1,1,1,0,0,0,0
6,1960.52,1,10001,1,0,12993.8,1,1,1,0,0,0,0,-42,9753,1,1,12734.9,1,1,1,0,0,0,0
9,1960.52,1,3947,1,1,6737.17,1,1,1,0,0,0,0,-42,7266,1,0,19547.6,1,1,1,0,0,0,0
11,1960.53,1,9059,1,1,10636.9,1,1,1,0,0,0,0,-42,8344,1,0,14988.2,1,1,1,0,0,0,0
12,1960.53,1,1211,1,1,14702.4,1,1,1,0,0,0,0,-42,5325,1,0,13589,1,1,1,0,0,0,0
13,1960.54,1,9960,1,0,17029.9,1,1,1,0,0,0,0,-42,2831,1,1,9683.64,1,1,1,0,0,0,0
13,1960.54,1,7984,1,1,13460.4,1,1,1,0,0,0,0,-42,4488,1,0,13414.9,1,1,1,0,0,0,0
13,1960.54,1,4879,1,1,16234.6,1,1,1,0,0,0,0,-42,5583,1,0,14206.1,1,1,1,0,0,0,0
14,1960.54,1,10001,1,0,12993.8,1,1,1,0,0,0,0,-42,9753,1,1,12734.9,1,1,1,0,0,0,0
17,1960.55,1,5583,1,0,14206.1,1,1,1,0,0,0,0,-42,4879,1,1,16234.6,1,1,1,0,0,0,0
